序号,电网电压Uab,电网电压Ubc,定子电压Uuv,定子电压Uvw,总并网/定子U相电流,总并网/定子V相电流,总并网/定子W相电流,转子K相电流,转子L相电流,转子M相电流,母线电压,机侧M相占空比,转子三相电流和,总并网/定子三相电流和,总并网/定子有功电流,总并网/定子无功电流,发电机转速,编码器脉冲信号,编码器复位信号,电网故障标志,交流撬棒电流,交流撬棒触发状态/转子负序有功电流给定,电网故障穿越状态/转子负序无功电流给定,转子正序有功电流给定,转子正序无功电流给定,转子正序有功电流反馈,转子正序无功电流反馈,转子有功电流给定/转子负序有功电流反馈,转子有功电流反馈/转子负序无功电流反馈,并网接触器状态,主控制字,主状态字Ǖ
319,64713,65526,494,65283,65294,1070,65448,3031,803,93,405,500,10185,0,560,14817,65523,0,0,0,0,1069,65176,0,5,3,65186,3,0,0,15,5126,
320,64753,65457,469,65367,65236,1069,76,2975,893,149,419,500,9997,0,560,14832,65527,0,0,0,0,1069,65173,0,22,65519,65199,65514,0,0,15,5126,
321,64835,65335,476,65418,65178,1069,10,3083,1279,47,432,500,10107,0,560,14817,65521,0,0,0,0,1069,65167,0,15,65511,65185,65506,0,0,15,5126,
322,64886,65250,434,65495,65143,1070,128,3012,1372,0,445,500,10073,0,560,14836,65532,0,0,1,0,1069,65173,0,40,65510,65197,65490,0,0,15,5126,
323,64981,65155,445,18,65072,1069,35,3046,1748,78,459,500,10040,0,560,14821,65520,0,0,65535,0,1069,65172,0,30,65489,65165,65480,0,0,15,5126,
324,65046,65057,399,63,65067,1069,130,3014,1907,0,472,500,10103,0,560,14839,65530,0,0,65530,0,1069,65168,0,41,65512,65179,65486,0,0,15,5126,
325,65151,64994,388,128,65013,1070,151,2915,2230,209,486,500,10018,0,560,14824,65519,0,0,65530,0,1069,65176,0,42,65495,65154,65480,0,0,15,5126,
326,65229,64885,360,136,65038,1069,69,2961,2541,163,499,500,10095,0,561,14838,65525,0,0,0,0,1069,65175,0,19,65526,65172,65512,0,0,15,5126,
327,65331,64857,338,172,65024,1069,220,2778,2781,343,512,500,9986,0,561,14830,65515,0,0,0,0,1069,65169,0,9,65524,65166,65524,0,0,15,5126,
328,65428,64751,310,181,65044,1070,39,2679,2962,162,526,500,10106,0,561,14832,65524,0,0,0,0,1069,65177,0,65518,65535,65183,12,0,0,143,5126,
329,65522,64731,270,235,65030,1069,234,2270,2942,182,539,500,9980,0,561,14839,65513,0,0,0,0,1069,65172,0,65524,65526,65175,10,0,0,143,5126,
330,91,64658,256,263,65015,1069,12,2134,3076,68,553,500,10091,0,561,14828,65522,0,0,65535,0,1069,65165,0,65516,65503,65166,31,0,0,143,5126,
331,177,64642,199,305,65030,1070,177,1757,2980,144,566,500,9968,0,561,14843,65513,0,0,65535,0,1069,65172,0,65520,65507,65172,27,0,0,143,5126,
332,294,64601,155,356,65018,1069,92,1531,3098,58,579,500,10132,0,561,14826,65521,0,0,65530,0,1069,65170,0,1,65497,65158,30,0,0,143,5126,
333,359,64589,81,383,65067,1069,107,1343,3006,0,593,500,9881,0,561,14845,65508,0,0,65532,0,1069,65166,0,65527,65514,65178,17,0,0,143,5126,
334,474,64592,54,432,65049,1070,122,972,3003,121,606,500,10169,0,561,14826,65517,0,0,0,0,1069,65173,0,19,65495,65154,35,0,0,143,5126,
335,544,64572,65511,449,65112,1069,151,796,2970,154,619,500,9890,0,561,14845,65505,0,0,0,0,1069,65175,0,4,65515,65174,17,0,0,143,5126,
336,626,64622,65473,476,65122,1069,145,463,2889,235,633,500,10135,0,561,14826,65511,0,0,0,0,1069,65170,0,20,65507,65166,30,0,0,143,5126,
337,702,64605,65408,475,65189,1069,86,336,2883,241,646,500,9950,0,561,14836,65509,0,0,0,0,1069,65178,0,2,65514,65184,15,0,0,143,5126,
338,762,64684,65350,500,65222,1069,284,176,2948,645,660,500,10132,0,561,14827,65506,0,0,1,0,1069,65174,0,11,65525,65173,12,0,0,143,5126,
339,822,64686,65292,480,65299,1069,33,147,2977,563,673,500,9985,0,561,14829,65514,0,0,0,0,1069,65167,0,65524,65522,65190,65529,0,0,143,5126,
340,858,64779,65232,490,65349,1070,224,128,2996,1112,686,500,10087,0,561,14827,65504,0,0,65535,0,1069,65174,0,65522,65532,65180,65521,0,0,143,5126,
341,913,64817,65184,469,65419,1069,145,104,3066,1125,700,500,10125,0,561,14825,65523,0,0,1,0,1069,65174,0,65508,65525,65185,65507,0,0,143,5126,
342,917,64894,65131,444,65497,1069,134,100,3024,1486,713,500,9927,0,561,14826,65503,0,0,1,0,1069,65167,0,65490,65518,65184,65487,0,0,143,5126,
343,955,64980,65102,444,65523,1070,115,0,3045,1707,727,500,10264,0,561,14822,65530,0,0,65534,0,1069,65176,0,65507,65526,65172,65504,0,0,143,5126,
344,945,65043,65045,403,81,1068,152,144,2980,1970,740,500,9873,0,561,14826,65507,0,0,65530,0,1069,65176,0,65479,65511,65165,65474,0,0,143,5126,
345,952,65156,65043,395,92,1068,104,132,2992,2268,754,500,10238,0,561,14822,65527,0,0,65531,0,1069,65171,0,65508,65523,65163,65507,0,0,143,5126,
346,930,65216,65032,356,145,1069,11,240,2884,2436,767,500,9901,0,561,14826,65516,0,0,65535,0,1069,65179,0,65514,65516,65166,65507,0,0,143,5126,
347,907,65353,65035,343,157,1068,177,207,2801,2917,780,500,10223,0,561,14821,65523,0,0,0,0,1069,65180,0,65533,2,65170,1,0,0,143,5126,
348,880,65399,65045,309,182,1068,65438,276,2694,2848,794,500,9899,0,561,14830,65523,0,0,0,0,1069,65170,0,10,12,65181,15,0,0,143,5126,
349,819,12,65026,276,232,1069,109,80,2258,3044,3,500,10196,0,561,14818,65523,0,0,0,0,1069,65177,0,65534,16,65172,17,0,0,143,5126,
350,790,73,65027,250,257,1068,65482,149,2119,2975,16,500,9990,0,561,14837,65532,0,0,65535,0,1069,65176,0,65529,33,65174,34,0,0,143,5126,
351,706,189,65014,200,318,1068,39,42,1740,3082,30,500,10037,0,561,14819,65520,0,0,65533,0,1069,65167,0,65513,20,65161,28,0,0,143,5126,
352,658,284,65042,158,328,1069,65485,0,1604,3027,43,500,10113,0,561,14840,3,0,0,65529,0,1069,65177,0,65517,36,65180,40,0,0,143,5126,
353,561,364,65034,94,403,1068,65509,102,1190,3022,56,500,9948,0,561,14822,65518,0,0,65532,0,1069,65179,0,65503,5,65157,27,0,0,143,5126,
354,498,478,65081,54,401,1068,65502,0,1067,3050,70,500,10120,0,561,14841,0,0,0,1,0,1069,65174,0,65507,26,65183,37,0,0,143,5126,
355,392,524,65095,65522,454,1068,65407,227,754,2897,83,500,9954,0,561,14826,65521,0,0,1,0,1069,65183,0,65507,2,65167,27,0,0,143,5126,
356,304,657,65144,65476,450,1067,65512,138,433,2986,97,500,10145,0,561,14838,65531,0,0,65535,0,1069,65186,0,65507,16,65188,30,0,0,143,5126,
357,215,667,65185,65406,480,1067,65327,347,352,2777,110,500,9923,0,561,14835,65520,0,0,0,0,1069,65176,0,65518,5,65181,16,0,0,143,5126,
358,97,792,65225,65359,488,1069,65514,447,119,3005,124,500,10179,0,561,14829,65530,0,0,0,0,1069,65184,0,65517,3,65183,16,0,0,15,5126,
359,16,798,65304,65291,476,1068,65246,822,224,2900,137,500,9957,0,561,14846,65520,0,0,0,0,1069,65184,0,65532,21,65195,65527,0,0,15,5126,
360,65435,879,65349,65238,485,1068,65468,885,36,3108,150,500,10136,0,561,14822,65529,0,0,1,0,1069,65174,0,1,16,65185,65523,0,0,15,5126,
361,65353,897,65435,65194,443,1069,65264,1234,0,2965,164,500,9981,0,561,14850,65521,0,0,1,0,1069,65183,0,65532,45,65204,65501,0,0,15,5126,
362,65233,925,65487,65113,471,1068,65326,1471,43,3081,177,500,10176,0,561,14821,65528,0,0,0,0,1069,65182,0,25,38,65166,65490,0,0,15,5126,
363,65167,959,33,65097,403,1068,65351,1586,0,3006,191,500,9901,0,561,14852,65518,0,0,65534,0,1069,65178,0,65532,65,65191,65473,0,0,15,5126,
364,65057,925,59,65042,430,1068,65242,2056,155,2969,204,500,10213,0,561,14820,65524,0,0,65531,0,1069,65186,0,21,44,65153,65492,0,0,15,5126,
365,64982,981,116,65056,360,1067,65390,2124,0,3004,217,500,9905,0,561,14848,65519,0,0,65532,0,1069,65189,0,65518,45,65182,65488,0,0,15,5126,
366,64909,898,149,65012,371,1067,65199,2621,283,2841,231,500,10148,0,561,14825,65514,0,0,65533,0,1069,65180,0,8,35,65152,65508,0,0,15,5126,
367,64825,943,147,65052,336,1068,65507,2705,208,2916,244,500,9987,0,561,14837,65525,0,0,0,0,1069,65190,0,65532,65528,65182,5,0,0,15,5126,
368,64784,842,208,65032,295,1067,65184,2914,210,2409,257,500,10069,0,561,14829,65507,0,0,0,0,1069,65188,0,65534,2,65175,65533,0,0,15,5126,
369,64699,860,202,65041,292,1067,20,3009,115,2544,271,500,10087,0,561,14829,65533,0,0,0,0,1069,65180,0,27,65511,65183,36,0,0,15,5126,
370,64690,755,281,65038,216,1069,65320,2974,150,1900,284,500,9946,0,561,14829,65505,0,0,0,0,1069,65185,0,7,65529,65179,9,0,0,15,5126,
371,64609,725,286,65027,217,1068,65441,3103,21,1891,298,500,10238,0,561,14824,4,0,0,65530,0,1069,65183,0,46,65531,65175,47,0,0,15,5126,
372,64628,654,351,65050,128,1068,65485,2991,133,1510,311,500,9777,0,561,14831,65506,0,0,65530,0,1069,65174,0,17,0,65177,18,0,0,15,5126,
373,64574,553,378,65042,112,1069,65400,3075,103,1251,325,500,10357,0,561,14820,6,0,0,65534,0,1069,65183,0,38,19,65169,43,0,0,15,5126,
374,64593,516,422,65103,11,1068,4,2956,168,1132,338,500,9719,0,561,14834,65512,0,0,1,0,1069,65184,0,9,65534,65182,8,0,0,15,5126,
375,64584,365,445,65098,65530,1068,65372,3018,106,631,351,500,10369,0,561,14818,2,0,0,1,0,1069,65178,0,23,25,65173,35,0,0,15,5126,
376,64600,344,462,65167,65442,1069,119,2869,255,732,365,500,9764,0,561,14835,65522,0,0,0,0,1069,65185,0,11,65534,65187,6,0,0,15,5126,
377,64636,173,481,65170,65419,1068,65298,2968,352,156,378,500,10299,0,561,14816,65530,0,0,0,0,1069,65183,0,13,26,65179,30,0,0,15,5126,
378,64646,141,469,65255,65347,1069,164,2827,378,297,392,500,9901,0,561,14840,65535,0,0,0,0,1069,65175,0,21,65533,65200,2,0,0,15,5126,
379,64730,65520,508,65278,65286,1070,65411,3037,901,87,405,500,10165,0,561,14815,65526,0,0,0,0,1069,65182,0,65531,3,65174,2,0,0,15,5126,
380,64737,65456,453,65369,65249,1069,75,2982,811,0,419,500,10065,0,561,14845,11,0,0,0,0,1069,65179,0,33,65526,65210,65519,0,0,15,5126,
381,64849,65341,481,65433,65156,1069,41,3054,1338,70,432,500,10030,0,561,14817,65523,0,0,0,0,1069,65171,0,14,65496,65177,65493,0,0,15,5126,
382,64874,65236,426,65499,65145,1070,58,3053,1300,71,445,500,10172,0,561,14846,15,0,0,65535,0,1069,65178,0,44,65512,65202,65489,0,0,15,5126,
383,64986,65178,432,26,65077,1069,133,2997,1752,127,459,500,9912,0,561,14824,65521,0,0,1,0,1069,65175,0,38,65492,65173,65476,0,0,15,5126,
384,65046,65030,389,46,65094,1070,5,3122,1950,2,472,500,10270,0,561,14843,13,0,0,65531,0,1069,65170,0,36,65532,65195,65501,0,0,15,5126,
385,65144,65023,363,137,65031,1070,303,2857,2191,267,485,500,9833,0,561,14832,65519,0,0,65532,0,1069,65174,0,54,65507,65170,65473,0,0,15,5126,
386,65238,64860,363,116,65055,1070,65443,3065,2603,59,499,500,10259,0,561,14835,6,0,0,65535,0,1069,65173,0,6,65534,65180,65526,0,0,15,5126,
387,65321,64874,321,177,65037,1070,364,2711,2724,400,512,500,9869,0,561,14847,65520,0,0,0,0,1069,65166,0,15,65533,65176,65518,0,0,15,5126,
388,65443,64740,326,177,65032,1071,65492,2697,3045,79,526,500,10215,0,561,14823,65535,0,0,0,0,1069,65171,0,65514,65521,65173,21,0,0,15,5638,
389,65500,64737,264,228,65043,1070,243,2313,2870,254,539,500,9857,0,561,14860,65520,0,0,0,0,1069,65166,0,65520,65532,65185,11,0,0,15,5638,
390,116,64660,265,277,64993,1070,51,2041,3124,0,553,500,10269,0,561,14817,65533,0,0,65535,0,1069,65159,0,65528,65490,65150,32,0,0,15,5638,
391,155,64628,194,297,65042,1071,131,1856,2960,0,566,500,9788,0,561,14863,65517,0,0,65533,0,1069,65167,0,65514,65512,65182,27,0,0,15,5638,
392,303,64624,177,369,64982,1070,138,1419,3072,52,579,500,10269,0,561,14817,65529,0,0,65529,0,1069,65164,0,18,65476,65136,42,0,0,15,5638,
393,360,64558,84,379,65070,1070,26,1419,3040,0,593,500,9838,0,561,14859,65520,0,0,65534,0,1069,65163,0,65525,65513,65183,19,0,0,15,5638,
394,465,64629,56,439,65039,1070,283,836,2938,186,606,500,10171,0,561,14820,65517,0,0,65535,0,1069,65169,0,27,65494,65149,36,0,0,15,5638,
395,556,64533,65512,433,65125,1070,65486,961,3085,39,620,500,9917,0,561,14849,65525,0,0,0,0,1069,65167,0,65528,65513,65188,16,0,0,15,5638,
396,611,64658,65473,479,65120,1070,329,325,2799,362,633,500,10114,0,561,14827,65507,0,0,1,0,1069,65161,0,23,65509,65164,29,0,0,15,5638,
397,724,64577,65407,481,65182,1070,65527,394,3001,123,646,500,10037,0,561,14833,65530,0,0,0,0,1069,65168,0,7,65516,65180,15,0,0,15,5638,
398,732,64697,65344,502,65225,1070,289,243,2881,748,660,500,9942,0,561,14834,65499,0,0,0,0,1069,65163,0,9,65529,65172,6,0,0,15,5638,
399,855,64686,65306,496,65269,1070,73,92,3076,539,673,500,10318,0,561,14818,7,0,0,0,0,1069,65160,0,10,65522,65180,11,0,0,15,5638,
400,829,64765,65217,483,65370,1070,175,215,2909,1126,686,500,9698,0,561,14837,65494,0,0,0,0,1069,65166,0,65505,65535,65183,65503,0,0,15,5638,
401,933,64836,65197,496,65379,1070,215,0,3124,1147,700,500,10512,0,561,14810,15,0,0,1,0,1069,65163,0,0,0,65172,65532,0,0,15,5638,
402,907,64868,65124,433,65514,1070,7,174,2950,1444,713,500,9627,0,561,14839,65502,0,0,1,0,1069,65161,0,65478,65513,65189,65473,0,0,15,5638,
403,953,65017,65098,466,65504,1070,325,55,3114,1894,727,500,10535,0,561,14806,8,0,0,65533,0,1069,65167,0,65515,5,65160,65515,0,0,143,5638,
404,959,64993,65063,375,90,1069,65434,0,2978,1676,740,500,9616,0,561,14841,65518,0,0,65529,0,1069,65165,0,65483,65492,65183,65466,0,0,143,5638,
405,929,65210,65014,424,91,1069,354,137,2987,2617,754,500,10511,0,561,14804,65531,0,0,65530,0,1069,65163,0,65495,7,65138,65509,0,0,143,5638,
406,963,65168,65042,359,133,1069,65338,224,2900,2179,767,500,9705,0,561,14842,65533,0,0,0,0,1069,65174,0,65523,65520,65170,65514,0,0,143,5638,
407,872,65381,64985,353,196,1068,327,165,2669,2959,780,500,10290,0,561,14803,65518,0,0,65535,0,1069,65171,0,65496,65533,65137,65517,0,0,143,5638,
408,916,65387,65053,321,160,1068,65365,302,2822,2804,794,500,10007,0,561,14843,17,0,0,0,0,1069,65173,0,21,27,65186,30,0,0,143,5638,
409,783,7,65006,257,272,1068,91,124,2139,3000,3,500,9977,0,561,14801,65506,0,0,0,0,1069,65178,0,65521,65529,65157,65527,0,0,143,5638,
410,828,86,65041,279,213,1068,58,0,2314,3046,17,500,10254,0,561,14844,28,0,0,65534,0,1069,65174,0,2,66,65187,63,0,0,143,5638,
411,672,165,65017,184,333,1068,65388,123,1547,3001,30,500,9796,0,561,14807,65504,0,0,65535,0,1069,65170,0,65518,9,65159,14,0,0,143,5638,
412,678,325,65059,179,294,1068,162,0,1645,3124,44,500,10384,0,561,14840,26,0,0,65532,0,1069,65175,0,65521,63,65197,58,0,0,143,5638,
413,561,305,65072,87,370,1068,65274,194,1252,2930,56,500,9612,0,561,14820,65507,0,0,65531,0,1069,65168,0,65525,26,65183,25,0,0,143,5638,
414,481,546,65101,78,356,1069,236,0,960,3124,70,500,10525,0,561,14826,19,0,0,0,0,1069,65164,0,65505,57,65206,55,0,0,143,5638,
415,423,458,65149,65512,411,1070,65067,349,922,2775,83,500,9521,0,561,14844,65508,0,0,0,0,1069,65166,0,65531,33,65201,16,0,0,143,5638,
416,272,707,65128,65504,440,1070,333,0,0,3124,97,500,10516,0,565,14809,9,0,0,0,0,1069,65161,0,65487,17,65183,52,0,0,143,5638,
417,248,637,65240,65384,448,1071,65019,458,551,2666,110,500,9653,0,565,14868,65514,0,0,0,0,1069,65159,0,8,33,65204,65528,0,0,143,5638,
418,60,799,65202,65337,532,1071,134,402,23,3101,124,500,10429,0,565,14792,1,0,0,65535,0,1069,65165,0,65530,65507,65147,18,0,0,143,5638,
419,64,811,65336,65292,443,1070,65253,630,303,2821,137,500,9665,0,565,14882,65516,0,0,0,0,1069,65163,0,65533,47,65216,65520,0,0,143,5638,
420,65387,847,65295,65220,556,1070,65349,1198,0,3124,151,500,10464,0,565,14787,65532,0,0,0,0,1069,65162,0,20,65500,65134,14,0,0,143,5638,
421,65392,949,65449,65209,414,1070,65440,926,0,3009,164,500,9641,0,565,14879,65518,0,0,1,0,1069,65173,0,65518,61,65225,65502,0,0,143,5638,
422,65216,856,65439,65128,504,1070,65096,1823,78,3046,177,500,10409,0,565,14795,65520,0,0,0,0,1069,65163,0,27,3,65152,65527,0,0,143,5638,
423,65168,1037,11,65147,372,1071,134,1320,0,3124,191,500,9785,0,565,14863,65529,0,0,65531,0,1069,65165,0,65498,56,65225,65495,0,0,143,5638,
424,65075,841,52,65087,396,1072,64935,2237,264,2860,204,500,10214,0,565,14810,65497,0,0,0,0,1069,65161,0,65527,42,65186,65500,0,0,143,5638,
425,64951,1064,56,65125,354,1072,294,1904,0,3124,218,500,10006,0,565,14839,7,0,0,0,0,1069,65151,0,65495,2,65217,65531,0,0,143,5638,
426,64951,823,168,65057,305,1073,64935,2682,403,2721,230,500,9933,0,565,14833,65472,0,0,65531,0,1069,65145,0,65501,47,65192,65485,0,0,143,5638,
427,64773,993,72,65099,364,1074,235,2706,0,3124,245,500,10342,0,565,14813,21,0,0,0,0,1069,65143,0,8,65482,65203,56,0,0,143,5638,
428,64835,831,239,65049,246,1074,65058,2914,210,2406,257,500,9500,0,565,14856,65456,0,0,65535,0,1069,65131,0,65500,22,65187,65502,0,0,143,5638,
429,64649,838,161,64977,397,1074,65526,3124,104,2463,271,500,10819,0,565,14795,32,0,0,0,0,1069,65130,0,102,65529,65135,100,0,0,143,5638,
430,64732,807,293,65040,201,1074,65478,2890,234,2050,284,499,9063,0,565,14862,65452,0,0,0,0,1069,65140,0,65526,5,65179,65533,0,0,143,5638,
431,64586,637,287,64932,312,1072,65155,3124,67,1568,298,499,11196,0,565,14788,31,0,0,65532,0,1069,65139,0,98,53,65118,101,0,0,143,5638,
432,64635,761,356,65053,122,1072,344,2870,254,1856,311,499,8845,0,565,14860,65471,0,0,65532,0,1069,65141,0,2,0,65181,11,0,0,143,5638,
433,64592,426,372,64967,190,1072,64935,3121,3,614,325,499,11200,0,565,14782,4,0,0,65530,0,1069,65145,0,69,67,65137,94,0,0,15,5638,
434,64545,648,416,65094,25,1071,497,2975,0,1738,338,499,9006,0,565,14863,65508,0,0,0,0,1069,65141,0,7,65534,65185,13,0,0,15,5638,
435,64654,244,474,65004,52,1071,64935,3009,277,115,351,499,10843,0,565,14778,65503,0,0,65531,0,1069,65140,0,20,84,65129,77,0,0,15,5638,
436,64512,440,438,65127,65507,1071,497,2972,0,1156,365,499,9546,0,565,14864,16,0,0,1,0,1069,65148,0,35,23,65193,45,0,0,15,5638,
437,64731,114,528,65090,65454,1070,65055,3110,583,14,378,499,10185,0,565,14775,65466,0,0,1,0,1069,65144,0,65522,66,65137,59,0,0,15,5638,
438,64553,158,423,65180,65467,1071,236,2972,152,227,392,499,10337,0,565,14863,54,0,0,0,0,1069,65139,0,62,60,65224,76,0,0,15,5638,
439,64816,16,531,65284,65257,1071,40,2906,934,218,404,499,9454,0,565,14780,65443,0,0,0,0,1069,65138,0,65517,65505,65155,65510,0,0,15,5638,
440,64667,65375,445,65260,65366,1071,65224,3124,708,0,419,499,11020,0,565,14855,77,0,0,0,0,1069,65132,0,36,71,65221,66,0,0,15,5638,
441,64895,65470,455,65435,65181,1072,592,2876,1400,248,431,499,8857,0,565,14795,65435,0,0,0,0,1069,65125,0,40,65491,65189,65485,0,0,15,5638,
442,64867,65060,437,65362,65270,1073,64935,3124,1613,0,446,499,11495,0,565,14830,76,0,0,65534,0,1069,65123,0,14,65,65217,52,0,0,15,5638,
443,64952,65385,357,27,65147,1073,592,2920,1468,204,458,499,8496,0,565,14832,65447,0,0,65532,0,1069,65115,0,91,65524,65219,65470,0,0,15,5638,
444,65122,64811,431,65479,65157,1074,64935,3124,3124,0,473,499,11684,0,565,14783,55,0,0,65532,0,1069,65100,0,65528,30,65186,34,0,0,15,5638,
445,65021,65237,296,105,65135,1076,592,2868,1647,256,485,499,8448,0,565,14891,65472,0,0,1,0,1069,65108,0,83,37,65224,65485,0,0,15,5638,
446,65403,64677,401,127,65003,1076,64935,3124,3124,0,499,499,11624,0,591,14723,30,0,0,65532,0,1069,65097,0,22,65492,65122,65529,0,0,15,5638,
447,65123,65015,236,146,65152,1076,592,2913,2449,211,512,499,8511,0,591,14957,65491,0,0,0,65502,1069,65098,65531,32,83,65244,65519,0,0,15,5638,
448,125,64675,351,309,64874,1076,65282,2611,2950,174,526,499,11542,0,591,14674,7,0,0,65535,65502,1069,65100,65531,80,65439,65049,65515,0,0,15,5638,
449,65285,64711,229,184,65122,1074,79,2958,3013,0,539,499,8570,0,591,14995,65510,0,0,0,65502,1069,65112,65526,65502,54,65233,31,0,0,15,5638,
450,306,64778,351,355,64830,1074,592,1275,2946,178,552,499,11312,0,591,14653,65500,0,0,0,65502,1069,65108,65521,69,65405,65028,63,0,0,15,5638,
451,21,64400,275,160,65101,1073,64935,2414,3124,0,566,499,8891,0,591,14991,11,0,0,1,65502,1069,65128,65521,65425,65503,65245,121,0,0,15,5638,
452,372,64953,196,403,64935,1074,592,976,2973,151,579,499,10879,0,591,14670,65453,0,0,0,65502,1069,65123,65516,55,65479,65102,57,0,0,15,5638,
453,373,64152,217,229,65090,1073,64935,1581,3124,0,593,499,9527,0,591,14939,63,0,0,0,65502,1069,65111,65511,65445,65450,65249,130,0,0,15,5638,
454,342,65091,41,436,65054,1075,592,784,2524,600,605,499,9969,0,591,14738,65380,0,0,65532,65502,1069,65120,65511,20,65534,65159,28,0,0,15,5638,
455,788,64070,146,330,65056,1074,64935,656,3124,0,621,499,10811,0,591,14844,140,0,0,65533,65502,1069,65103,65506,65521,65413,65221,143,0,0,15,5638,
456,295,65089,65307,443,65321,1075,592,861,2799,325,631,499,8367,0,591,14836,65287,0,0,0,65502,1069,65105,65502,65430,104,65239,65426,0,0,15,5638,
457,1113,64251,83,441,65010,1076,64935,81,3124,0,648,499,12623,0,591,14723,222,0,0,65535,65502,1069,65087,65502,98,65408,65179,187,0,0,15,5638,
458,305,64872,65231,388,65454,1075,592,478,3050,74,657,499,6250,0,591,14935,65195,0,0,1,65502,1069,65100,65502,65361,45,65272,65407,0,0,15,5638,
459,1277,64681,65498,635,64937,1075,61,0,3124,1653,675,499,14960,0,591,14612,276,0,0,65535,65502,1069,65079,65502,235,65517,65085,242,0,0,15,5638,
460,444,64527,65177,230,121,1074,64935,877,3124,0,683,499,4027,0,591,14993,65164,0,0,65529,65502,1069,65112,65502,65271,65452,65355,65346,0,0,15,5638,
461,1218,65305,65372,664,65035,1076,592,3,3121,2510,702,499,16957,0,591,14520,250,0,0,0,65502,1069,65091,65502,224,62,65101,245,0,0,15,5638,
462,746,64169,65317,165,53,1074,64935,0,3124,0,710,499,2542,0,591,15026,65220,0,0,65535,65502,1069,65101,65502,65438,65324,65388,65455,0,0,15,5638,
463,916,402,65163,644,65264,1078,592,22,2108,3124,727,499,17668,0,591,14442,114,0,0,0,65502,1069,65084,65502,88,125,65090,152,0,0,143,5638,
464,1218,63934,65405,252,65410,1073,271,51,3124,0,739,499,2756,0,591,15040,65399,0,0,65532,65502,1070,65086,65237,130,65392,65370,77,0,0,143,5638,
465,447,784,65033,455,48,1076,592,0,1920,3124,752,499,16069,0,591,14361,65401,0,0,1,65237,1070,65076,65237,65474,22,65124,0,0,0,143,5638,
466,1669,64090,40,307,65182,1074,64935,0,3124,2383,768,499,5203,0,591,15038,124,0,0,65529,65237,1077,65130,65237,363,17,65466,263,0,0,143,5638,
467,65503,772,65033,33,470,1079,592,454,2561,2670,776,499,12320,0,591,14277,65100,0,0,1,65237,1077,65137,65237,65410,65259,65203,65273,0,0,143,5638,
468,1927,64724,152,358,65024,1080,64935,0,1776,3124,797,499,9833,0,591,15007,421,0,0,65535,65237,1077,65102,65237,451,255,51,377,0,0,143,5638,
469,65253,273,65267,65196,603,1085,83,529,2595,1549,800,499,6838,0,591,14225,64809,0,0,65530,65237,1077,65107,65237,82,65081,65322,65146,0,0,143,5638,
470,1789,328,254,386,64891,1086,592,0,0,3124,21,499,16074,0,591,14895,668,0,0,65531,65237,1077,65065,65237,417,498,201,432,0,0,143,5638,
471,65427,64908,262,64754,518,1091,592,0,3124,1451,21,499,823,0,591,14256,64611,0,0,65535,65237,1077,65073,65237,528,65062,45,65008,0,0,143,5638,
472,1122,1713,170,308,65055,1096,592,0,0,3124,49,499,21724,0,591,14587,755,0,0,65534,65237,1095,65151,65237,214,500,175,339,0,0,143,5638,
473,581,63922,645,64582,308,1102,460,0,3124,1447,47,499,61202,0,591,14364,64552,0,0,0,65237,1095,65153,65237,805,65318,177,64956,0,0,143,5638,
474,65460,2095,65517,136,65419,1104,592,0,0,3124,72,499,23256,0,591,13661,456,0,0,1,65237,1095,65093,65237,41,277,65527,219,0,0,143,5638,
475,1610,63431,1014,64841,65214,1105,185,0,3124,2242,74,499,58312,0,591,14374,64478,0,0,65535,65237,1095,65142,65237,795,418,462,65136,0,0,143,5638,
476,64027,2095,65359,65481,233,1110,592,2051,0,3124,98,499,27330,0,742,12792,179,0,0,2,65237,1096,65097,65237,65525,6,65327,158,0,0,143,5638,
477,2095,63876,1372,65365,64325,1102,64935,0,0,3124,103,499,60498,0,742,13894,64721,0,0,65526,65237,1096,65127,65237,410,1149,957,65301,0,0,143,5638,
478,63431,2095,73,65056,408,1111,592,2421,495,2629,120,499,26072,0,742,11831,65327,0,0,2,65237,1108,65210,65237,271,65465,65246,65454,0,0,143,5638,
479,2095,78,1265,513,63754,1103,65337,0,0,3124,141,499,10053,0,742,13553,64898,0,0,65533,65237,1108,65212,65237,65067,1328,1274,65362,0,0,143,5638,
480,63431,534,469,64668,397,1119,64935,2228,1222,896,153,499,23319,0,742,10706,64820,0,0,65535,65237,1108,65182,65237,549,122,65187,65224,0,0,143,5638,
481,1847,2095,777,1377,63389,1103,592,0,0,3124,169,499,64750,2,742,12285,65035,0,0,7,65237,1108,65152,0,64236,937,1594,54,0,0,143,5638,
482,64110,63431,998,64876,65195,1108,592,1151,3124,0,175,499,13686,2,742,9533,64283,0,0,65534,65237,1108,0,0,307,626,10,64842,0,0,143,5638,
483,65080,2095,216,1895,63424,1118,592,1557,0,3124,203,499,19744,2,742,11100,378,0,0,1,65237,1108,0,0,63895,188,1644,65403,0,0,143,5638,
484,994,63431,1406,65182,64477,1152,394,0,3124,1424,210,499,1781,2,742,9761,63392,0,0,65530,65237,1129,0,0,65239,968,208,64545,0,0,143,5638,
485,63431,2095,64767,2037,64266,1188,592,3124,0,3124,228,499,16136,2,742,9947,137,0,0,65535,65237,1129,0,0,64293,64756,1437,287,0,0,143,5638,
