序号,电网电压Uab,电网电压Ubc,定子电压Uuv,定子电压Uvw,总并网/定子U相电流,总并网/定子V相电流,总并网/定子W相电流,转子K相电流,转子L相电流,转子M相电流,母线电压,机侧M相占空比,转子三相电流和,总并网/定子三相电流和,总并网/定子有功电流,总并网/定子无功电流,发电机转速,编码器脉冲信号,编码器复位信号,电网故障标志,交流撬棒电流,交流撬棒触发状态/转子负序有功电流给定,电网故障穿越状态/转子负序无功电流给定,转子正序有功电流给定,转子正序无功电流给定,转子正序有功电流反馈,转子正序无功电流反馈,转子有功电流给定/转子负序有功电流反馈,转子有功电流反馈/转子负序无功电流反馈,并网接触器状态,主控制字,主状态字Ǖ
806,65534,0,2384,63161,63160,2139,65535,2588,0,3124,114,500,10053,2,742,65498,65526,0,0,63170,65237,1129,0,0,2318,1019,2322,64518,0,0,15,7074,
807,65534,0,2384,63161,63160,2139,65535,2588,0,3124,128,500,10053,2,742,65498,65527,0,0,63170,65237,1129,0,0,2200,1254,2204,64282,0,0,15,7074,
808,65534,0,2384,63161,63160,2139,65535,2588,0,3124,141,500,10053,2,742,65498,65527,0,0,63170,65237,1129,0,0,2059,1476,2062,64059,0,0,15,7074,
809,65534,0,2384,63161,63160,2139,65535,2588,0,3124,155,500,10053,2,742,65498,65527,0,0,63170,65237,1129,0,0,1895,1683,1898,63852,0,0,15,7074,
810,65534,0,2384,63161,63160,2139,65535,2588,0,3124,168,500,10053,2,742,65498,65527,0,0,63170,65237,1129,0,0,1711,1871,1713,63662,0,0,15,7074,
811,65534,0,2384,63161,63160,2139,65535,2588,0,3124,181,500,10053,2,742,65498,65527,0,0,63170,65237,1129,0,0,1507,2040,1510,63493,0,0,15,7074,
812,65534,0,2384,63161,63160,2139,65534,2588,0,3124,195,500,10053,2,742,65498,65527,0,0,63170,65237,1129,0,0,1288,2187,1289,63346,0,0,15,7074,
813,65534,0,2384,63161,63160,2139,65535,2588,0,3124,208,500,10053,2,742,65498,65529,0,0,63170,65237,1129,0,0,1054,2310,1055,63222,0,0,15,7074,
814,65534,0,2384,63161,63160,2139,65535,2588,0,3124,222,500,10053,2,742,65498,65531,0,0,63170,65237,1129,0,0,808,2408,808,63124,0,0,15,7074,
815,65534,0,2384,63161,63160,2139,65535,2588,0,3124,235,500,10053,2,742,65498,65533,0,0,63170,65237,1129,0,0,553,2481,553,63051,0,0,15,7074,
816,65534,0,2384,63161,63160,2139,65535,2588,0,3124,248,500,10053,2,742,65498,65535,0,0,63170,65237,1129,0,0,292,2526,291,63006,0,0,15,7074,
817,65534,0,2384,63161,63160,2139,65535,2588,0,3124,262,500,10053,2,742,65498,1,0,0,63170,65237,1129,0,0,27,2544,26,62988,0,0,15,7074,
818,65534,0,2384,63161,63160,2139,65535,2588,0,3124,275,500,10053,2,742,65498,3,0,0,63170,65237,1129,0,0,65297,2535,65296,62998,0,0,15,7074,
819,65534,0,2384,63161,63160,2139,65535,2588,0,3124,289,500,10053,2,742,65498,5,0,0,63170,65237,1129,0,0,65034,2497,65032,63036,0,0,15,7074,
820,65534,0,2384,63161,63160,2139,65535,2588,0,3124,302,500,10053,2,742,65498,7,0,0,63170,65237,1129,0,0,64776,2433,64773,63101,0,0,15,7074,
821,65534,0,2384,63161,63160,2139,65534,2588,0,3124,315,500,10053,2,742,65499,9,0,0,63170,65237,1129,0,0,64526,2341,64523,63193,0,0,15,7074,
822,65534,0,2384,63161,63160,2139,65535,2588,0,3124,329,500,10053,2,742,65501,11,0,0,63170,65237,1129,0,0,64286,2224,64283,63310,0,0,15,7074,
823,65534,0,2384,63161,63160,2139,65535,2588,0,3124,342,500,10053,2,742,65503,13,0,0,63170,65237,1129,0,0,64060,2083,64057,63453,0,0,143,7074,
824,65534,0,2384,63161,63160,2139,65535,2588,0,3124,356,500,10053,2,742,65505,15,0,0,63170,65237,1129,0,0,63849,1918,63847,63618,0,0,143,7074,
825,65534,0,2384,63161,63160,2139,65535,2588,0,3124,369,500,10053,2,742,65507,17,0,0,63170,65237,1129,0,0,63657,1732,63655,63804,0,0,143,7074,
826,65534,0,2384,63161,63160,2139,65535,2588,0,3124,382,500,10053,2,742,65509,19,0,0,63170,65237,1129,0,0,63486,1527,63484,64010,0,0,143,7074,
827,65534,0,2384,63161,63160,2139,65535,2588,0,3124,396,500,10053,2,742,65513,20,0,0,63170,65237,1129,0,0,63336,1305,63335,64232,0,0,143,7074,
828,65534,0,2384,63161,63160,2139,65535,2588,0,3124,409,500,10053,2,742,65517,20,0,0,63170,65237,1129,0,0,63211,1068,63210,64469,0,0,143,7074,
829,65534,0,2384,63161,63160,2139,65535,2588,0,3124,423,500,10053,2,742,65521,20,0,0,63170,65237,1129,0,0,63111,819,63111,64718,0,0,143,7074,
830,65534,0,2384,63161,63160,2139,65535,2588,0,3124,436,500,10053,2,742,65525,20,0,0,63170,65237,1129,0,0,63038,561,63038,64976,0,0,143,7074,
831,65534,0,2384,63161,63160,2139,65535,2588,0,3124,449,500,10053,2,742,65529,19,0,0,63170,65237,1129,0,0,62993,297,62993,65240,0,0,143,7074,
832,65534,0,2384,63161,63160,2139,65535,2588,0,3124,463,500,10053,2,742,65533,17,0,0,63170,65237,1129,0,0,62975,29,62975,65507,0,0,143,7074,
833,65534,0,2384,63161,63160,2139,65535,2588,0,3124,476,500,10053,2,742,1,15,0,0,63170,65237,1129,0,0,62985,65297,62986,239,0,0,143,7074,
834,65534,0,2384,63161,63160,2139,65535,2588,0,3124,490,500,10053,2,742,3,13,0,0,63170,65237,1129,0,0,63024,65031,63025,505,0,0,143,7074,
835,65534,0,2384,63161,63160,2139,65535,2588,0,3124,503,500,10053,2,742,5,11,0,0,63170,65237,1129,0,0,63090,64771,63091,764,0,0,143,7074,
836,65534,0,2384,63161,63160,2139,65535,2588,0,3124,517,500,10053,2,742,7,7,0,0,63170,65237,1129,0,0,63183,64519,63185,1016,0,0,143,7074,
837,65534,0,2384,63161,63160,2139,65535,2588,0,3124,530,500,10053,2,742,9,3,0,0,63170,65237,1129,0,0,63302,64278,63304,1256,0,0,143,7074,
838,65534,0,2384,63161,63160,2139,65535,2588,0,3124,543,500,10053,2,742,11,65535,0,0,63170,65237,1129,0,0,63446,64051,63447,1483,0,0,143,7074,
839,65534,0,2384,63161,63160,2139,65535,2588,0,3124,557,500,10053,2,742,11,65531,0,0,63170,65237,1129,0,0,63613,63840,63614,1693,0,0,143,7074,
840,65534,0,2384,63161,63160,2139,65535,2588,0,3124,570,500,10053,2,742,11,65527,0,0,63170,65237,1129,0,0,63800,63648,63801,1885,0,0,143,7074,
841,65534,0,2384,63161,63160,2139,65535,2588,0,3124,584,500,10053,2,742,11,65523,0,0,63170,65237,1129,0,0,64008,63477,64008,2056,0,0,143,7074,
842,65534,0,2384,63161,63160,2139,65535,2588,0,3124,597,500,10053,2,742,10,65519,0,0,63170,65237,1129,0,0,64231,63328,64231,2204,0,0,143,7074,
843,65534,0,2384,63161,63160,2139,65535,2588,0,3124,610,500,10053,2,742,8,65515,0,0,63170,65237,1129,0,0,64470,63204,64469,2328,0,0,143,7074,
844,65534,0,2384,63161,63160,2139,65535,2588,0,3124,624,500,10053,2,742,6,65512,0,0,63170,65237,1129,0,0,64720,63105,64718,2427,0,0,143,7074,
845,65534,0,2384,63161,63160,2139,65535,2588,0,3124,637,500,10053,2,742,4,65510,0,0,63170,65237,1129,0,0,64978,63033,64977,2499,0,0,143,7074,
846,65534,0,2384,63161,63160,2139,65535,2588,0,3124,651,500,10053,2,742,2,65508,0,0,63170,65237,1129,0,0,65243,62989,65241,2544,0,0,143,7074,
847,65534,0,2384,63161,63160,2139,65535,2588,0,3124,664,500,10053,2,742,0,65506,0,0,63170,65237,1129,0,0,65512,62973,65509,2561,0,0,143,7074,
848,65534,0,2384,63161,63160,2139,65535,2588,0,3124,677,500,10053,2,742,65533,65504,0,0,63170,65237,1129,0,0,244,62984,241,2549,0,0,143,7074,
849,65534,0,2384,63161,63160,2139,65535,2588,0,3124,691,500,10053,2,742,65530,65503,0,0,63170,65237,1129,0,0,509,63024,506,2510,0,0,143,7074,
850,65534,0,2384,63161,63160,2139,65535,2588,0,3124,704,500,10053,2,742,65527,65503,0,0,63170,65237,1129,0,0,769,63092,766,2443,0,0,143,7074,
851,65534,0,2384,63161,63160,2139,65535,2588,0,3124,718,500,10053,2,742,65524,65503,0,0,63170,65237,1129,0,0,1021,63186,1017,2349,0,0,143,7074,
852,65534,0,2384,63161,63160,2139,65535,2588,0,3124,731,500,10053,2,742,65521,65503,0,0,63170,65237,1129,0,0,1261,63306,1257,2230,0,0,143,7074,
853,65534,0,2384,63161,63160,2139,65535,2588,0,3124,744,500,10053,2,742,65519,65503,0,0,63170,65237,1129,0,0,1487,63450,1484,2086,0,0,15,7074,
854,65534,0,2384,63161,63160,2139,65535,2588,0,3124,758,500,10053,2,742,65517,65503,0,0,63170,65237,1129,0,0,1697,63617,1693,1919,0,0,15,7074,
855,65534,0,2384,63161,63160,2139,65535,2588,0,3124,771,500,10053,2,742,65515,65503,0,0,63170,65237,1129,0,0,1888,63806,1885,1731,0,0,15,7074,
856,65534,0,2384,63161,63160,2139,65535,2588,0,3124,785,500,10053,2,742,65513,65504,0,0,63170,65237,1129,0,0,2058,64013,2055,1525,0,0,15,7074,
857,65534,0,2384,63161,63160,2139,65535,2588,0,3124,798,500,10053,2,742,65511,65506,0,0,63170,65237,1129,0,0,2206,64237,2204,1301,0,0,15,7074,
858,65534,0,2384,63161,63160,2139,65535,2588,0,3124,7,500,10053,2,742,65509,65508,0,0,63170,65237,1129,0,0,2329,64475,2328,1064,0,0,15,7074,
859,65534,0,2384,63161,63160,2139,65535,2588,0,3124,21,500,10053,2,742,65507,65510,0,0,63170,65237,1129,0,0,2427,64724,2426,814,0,0,15,7074,
860,65534,0,2384,63161,63160,2139,65535,2588,0,3124,34,500,10053,2,742,65505,65512,0,0,63170,65237,1129,0,0,2498,64982,2498,556,0,0,15,7074,
861,65534,0,2384,63161,63160,2139,65535,2588,0,3124,47,500,10053,2,742,65505,65514,0,0,63170,65237,1129,0,0,2542,65247,2542,292,0,0,15,7074,
862,65534,0,2384,63161,63160,2139,65535,2588,0,3124,61,500,10053,2,742,65505,65514,0,0,63170,65237,1129,0,0,2558,65514,2559,24,0,0,15,7074,
863,65534,0,2384,63161,63160,2139,65535,2588,0,3124,74,500,10053,2,742,65505,65514,0,0,63170,65237,1129,0,0,2546,245,2547,65292,0,0,15,7074,
864,65534,0,2384,63161,63160,2139,65535,2588,0,3124,88,500,10053,2,742,65505,65514,0,0,63170,65237,1129,0,0,2506,510,2507,65027,1,0,15,7074,
865,65534,0,2384,63161,63160,2139,65535,2588,0,3124,101,500,10053,2,742,65505,65514,0,0,63170,65237,1129,0,0,2439,769,2440,64768,1,0,15,7074,
866,65534,0,2384,63161,63160,2139,65535,2588,0,3124,114,500,10053,2,742,65505,65515,0,0,63170,65237,1129,0,0,2345,1020,2347,64517,1,0,15,7074,
867,65534,0,2384,63161,63160,2139,65535,2588,0,3124,128,500,10053,2,742,65505,65516,0,0,63170,65237,1129,0,0,2225,1259,2227,64277,1,0,15,7074,
868,65534,0,2384,63161,63160,2139,65535,2588,0,3124,141,500,10053,2,742,65505,65516,0,0,63170,65237,1129,0,0,2081,1484,2083,64051,1,0,15,7074,
869,65534,0,2384,63161,63160,2139,65535,2588,0,3124,155,500,10053,2,742,65505,65516,0,0,63170,65237,1129,0,0,1914,1694,1916,63841,1,0,15,7074,
870,65534,0,2384,63161,63160,2139,65535,2588,0,3124,168,500,10053,2,742,65505,65516,0,0,63170,65237,1129,0,0,1727,1884,1729,63650,1,0,15,7074,
871,65534,0,2384,63161,63160,2139,65535,2588,0,3124,181,500,10053,2,742,65505,65517,0,0,63170,65237,1129,0,0,1520,2054,1522,63480,1,0,15,7074,
872,65534,0,2384,63161,63160,2139,65535,2588,0,3124,195,500,10053,2,742,65505,65519,0,0,63170,65237,1129,0,0,1297,2202,1299,63332,1,0,15,7074,
873,65534,0,2384,63161,63160,2139,65535,2588,0,3124,208,500,10053,2,742,65505,65521,0,0,63170,65237,1129,0,0,1060,2325,1061,63208,1,0,15,7074,
874,65534,0,2384,63161,63160,2139,0,2588,0,3124,222,500,10053,2,742,65505,65523,0,0,63170,65237,1129,0,0,812,2423,812,63110,1,0,15,7074,
875,65534,0,2384,63161,63160,2139,65535,2588,0,3124,235,500,10053,2,742,65505,65525,0,0,63170,65237,1129,0,0,554,2495,554,63039,1,0,15,7074,
876,65534,0,2384,63161,63160,2139,65535,2588,0,3124,248,500,10053,2,742,65505,65527,0,0,63170,65237,1129,0,0,290,2539,290,62995,1,0,15,7074,
877,65534,0,2384,63161,63160,2139,65535,2588,0,3124,262,500,10053,2,742,65505,65529,0,0,63170,65237,1129,0,0,23,2555,23,62978,1,0,15,7074,
878,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,275,500,10053,2,742,65505,65531,0,0,63170,65237,1129,0,0,65292,2544,65291,62990,1,0,15,7074,
879,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,289,500,10053,2,742,65505,65533,0,0,63170,65237,1129,0,0,65028,2504,65027,63030,1,0,15,7074,
880,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,302,500,10053,2,742,65505,65535,0,0,63170,65237,1129,0,0,64769,2438,64767,63096,1,0,15,7074,
881,65534,0,2384,63161,63160,2139,65535,2588,0,3124,315,500,10053,2,742,65505,1,0,0,63170,65237,1129,0,0,64518,2344,64517,63190,1,0,15,7074,
882,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,329,500,10053,2,742,65506,3,0,0,63170,65237,1129,0,0,64279,2225,64277,63309,1,0,15,7074,
883,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,342,500,10053,2,742,65508,5,0,0,63170,65237,1129,0,0,64053,2082,64052,63453,1,0,143,7074,
884,65534,0,2384,63161,63160,2139,65535,2588,0,3124,356,500,10053,2,742,65510,7,0,0,63170,65237,1129,0,0,63844,1916,63842,63620,1,0,143,7074,
885,65534,0,2384,63161,63160,2139,65535,2588,0,3124,369,500,10053,2,742,65512,9,0,0,63170,65237,1129,0,0,63653,1729,63651,63807,1,0,143,7074,
886,65534,0,2384,63161,63160,2139,65535,2588,0,3124,382,500,10053,2,742,65514,11,0,0,63170,65237,1129,0,0,63482,1523,63481,64013,1,0,143,7074,
887,65534,0,2384,63161,63160,2139,65535,2588,0,3124,396,500,10053,2,742,65516,12,0,0,63170,65237,1129,0,0,63334,1300,63333,64236,1,0,143,7074,
888,65534,0,2384,63161,63160,2139,65535,2588,0,3124,409,500,10053,2,742,65518,12,0,0,63170,65237,1129,0,0,63210,1063,63210,64473,1,0,143,7074,
889,65534,0,2384,63161,63160,2139,65535,2588,0,3124,423,500,10053,2,742,65520,12,0,0,63170,65237,1129,0,0,63112,814,63111,64722,1,0,143,7074,
890,65534,0,2384,63161,63160,2139,65535,2588,0,3124,436,500,10053,2,742,65523,12,0,0,63170,65237,1129,0,0,63040,556,63040,64980,1,0,143,7074,
891,65534,0,2384,63161,63160,2139,25,2588,0,3124,449,500,10053,2,742,65527,12,0,0,63170,65237,1129,0,0,62995,292,62995,65244,1,0,143,7074,
892,65534,0,2384,63161,63160,2139,65535,2588,0,3124,463,500,10053,2,742,65529,10,0,0,63170,65237,1129,0,0,62978,25,62979,65511,1,0,143,7074,
893,65534,0,2384,63161,63160,2139,92,2588,0,3124,476,500,10053,2,742,65531,8,0,0,63170,65237,1129,0,0,62989,65294,62990,242,1,0,143,7074,
894,65534,0,2384,63161,63160,2139,65535,2588,0,3124,490,500,10053,2,742,65533,6,0,0,63170,65237,1129,0,0,63028,65029,63029,507,1,0,143,7074,
895,65534,0,2384,63161,63160,2139,65535,2588,0,3124,503,500,10053,2,742,65535,4,0,0,63170,65237,1129,0,0,63095,64769,63096,766,1,0,143,7074,
896,65534,0,2384,63161,63160,2139,65535,2588,0,3124,516,500,10053,2,742,1,2,0,0,63170,65237,1129,0,0,63188,64518,63189,1016,1,0,143,7074,
897,65534,0,2384,63161,63160,2139,65535,2588,0,3124,530,500,10053,2,742,2,0,0,0,63170,65237,1129,0,0,63307,64278,63308,1256,1,0,143,7074,
898,65534,0,2384,63161,63160,2139,65535,2588,0,3124,543,500,10053,2,742,2,65534,0,0,63170,65237,1129,0,0,63450,64052,63451,1482,1,0,143,7074,
899,65534,0,2384,63161,63160,2139,65535,2588,0,3124,557,500,10053,2,742,2,65532,0,0,63170,65237,1129,0,0,63617,63842,63618,1691,1,0,143,7074,
900,65534,0,2384,63161,63160,2139,65535,2588,0,3124,570,500,10053,2,742,2,65530,0,0,63170,65237,1129,0,0,63804,63651,63805,1883,1,0,143,7074,
901,65534,0,2384,63161,63160,2139,65535,2588,0,3124,584,500,10053,2,742,2,65528,0,0,63170,65237,1129,0,0,64011,63480,64011,2053,1,0,143,7074,
902,65534,0,2384,63161,63160,2139,65535,2588,0,3124,597,500,10053,2,742,2,65526,0,0,63170,65237,1129,0,0,64234,63331,64234,2201,1,0,143,7074,
903,65534,0,2384,63161,63160,2139,65535,2588,0,3124,610,500,10053,2,742,0,65524,0,0,63170,65237,1129,0,0,64472,63207,64471,2325,1,0,143,7074,
904,65534,0,2384,63161,63160,2139,65535,2588,0,3124,624,500,10053,2,742,65534,65522,0,0,63170,65237,1129,0,0,64721,63109,64720,2424,1,0,143,7074,
905,65534,0,2384,63161,63160,2139,65535,2588,0,3124,637,500,10053,2,742,65532,65520,0,0,63170,65237,1129,0,0,64979,63037,64977,2496,1,0,143,7074,
906,65534,0,2384,63161,63160,2139,65535,2588,0,3124,651,500,10053,2,742,65530,65518,0,0,63170,65237,1129,0,0,65244,62992,65241,2541,1,0,143,7074,
907,65534,0,2384,63161,63160,2139,65535,2588,0,3124,664,500,10053,2,742,65528,65516,0,0,63170,65237,1129,0,0,65511,62976,65509,2558,1,0,143,7074,
908,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,677,500,10053,2,742,65526,65514,0,0,63170,65237,1129,0,0,243,62987,240,2547,1,0,143,7074,
909,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,691,500,10053,2,742,65524,65513,0,0,63170,65237,1129,0,0,508,63027,505,2508,1,0,143,7074,
910,65534,0,2384,63161,63160,2139,65535,2588,0,3124,704,500,10053,2,742,65522,65513,0,0,63170,65237,1129,0,0,768,63094,765,2441,1,0,143,7074,
911,65534,0,2384,63161,63160,2139,65535,2588,0,3124,718,500,10053,2,742,65520,65513,0,0,63170,65237,1129,0,0,1019,63187,1016,2348,1,0,143,7074,
912,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,731,500,10053,2,742,65518,65513,0,0,63170,65237,1129,0,0,1259,63307,1256,2229,1,0,143,7074,
913,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,744,500,10053,2,742,65516,65513,0,0,63170,65237,1129,0,0,1485,63451,1482,2086,1,0,15,7074,
914,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,758,500,10053,2,742,65514,65513,0,0,63170,65237,1129,0,0,1695,63618,1692,1919,1,0,15,7074,
915,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,771,500,10053,2,742,65512,65513,0,0,63170,65237,1129,0,0,1886,63805,1884,1732,1,0,15,7074,
916,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,785,500,10053,2,742,65512,65515,0,0,63170,65237,1129,0,0,2056,64012,2054,1525,1,0,15,7074,
917,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,798,500,10053,2,742,65512,65517,0,0,63170,65237,1129,0,0,2204,64236,2203,1302,1,0,15,7074,
918,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,7,500,10053,2,742,65512,65517,0,0,63170,65237,1129,0,0,2328,64473,2327,1064,1,0,15,7074,
919,65534,65535,2384,63161,63160,2139,65535,2588,0,3124,21,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2426,64723,2426,815,1,0,15,7074,
920,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,34,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2498,64981,2498,557,1,0,15,7074,
921,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,47,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2542,65245,2542,293,1,0,15,7074,
922,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,61,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2558,65513,2559,25,1,0,15,7074,
923,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,74,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2546,244,2547,65293,1,0,15,7074,
924,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,88,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2507,509,2508,65028,1,0,15,7074,
925,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,101,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2439,768,2441,64769,1,0,15,7074,
926,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,114,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2346,1019,2348,64517,1,0,15,7074,
927,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,128,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2226,1258,2228,64277,1,0,15,7074,
928,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,141,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,2082,1484,2084,64051,1,0,15,7586,
929,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,155,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,1916,1693,1917,63841,1,0,15,7586,
930,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,168,500,10053,2,742,65512,65518,0,0,63170,65237,1129,0,0,1728,1884,1730,63650,1,0,15,7586,
931,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,181,500,10053,2,742,65511,65518,0,0,63170,65237,1129,0,0,1522,2054,1523,63480,1,0,15,7586,
932,65535,65535,2384,63161,63160,2139,0,2588,0,3124,195,500,10053,2,742,65509,65518,0,0,63170,65237,1129,0,0,1299,2202,1300,63332,1,0,15,7586,
933,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,208,500,10053,2,742,65507,65518,0,0,63170,65237,1129,0,0,1061,2326,1062,63208,1,0,15,7586,
934,65535,65535,2384,63161,63160,2139,32,2588,0,3124,222,500,10053,2,742,65505,65518,0,0,63170,65237,1129,0,0,812,2424,813,63110,1,0,15,7586,
935,65535,65535,2384,63161,63160,2139,92,2588,0,3124,235,500,10053,2,742,65504,65519,0,0,63170,65237,1129,0,0,555,2495,555,63038,1,0,15,7586,
936,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,248,500,10053,2,742,65502,65521,0,0,63170,65237,1129,0,0,291,2539,290,62994,1,0,15,7586,
937,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,262,500,10053,2,742,65502,65523,0,0,63170,65237,1129,0,0,24,2556,23,62978,1,0,15,7586,
938,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,275,500,10053,2,742,65502,65525,0,0,63170,65237,1129,0,0,65293,2544,65292,62989,1,0,15,7586,
939,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,289,500,10053,2,742,65502,65527,0,0,63170,65237,1129,0,0,65028,2505,65027,63029,1,0,15,7586,
940,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,302,500,10053,2,742,65502,65529,0,0,63170,65237,1129,0,0,64769,2438,64768,63096,1,0,15,7586,
941,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,315,500,10053,2,742,65502,65531,0,0,63170,65237,1129,0,0,64518,2345,64517,63189,1,0,15,7586,
942,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,329,500,10053,2,742,65502,65533,0,0,63170,65237,1129,0,0,64279,2226,64277,63309,1,0,15,7586,
943,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,342,500,10053,2,742,65502,65535,0,0,63170,65237,1129,0,0,64053,2083,64052,63453,1,0,143,7586,
944,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,356,500,10053,2,742,65504,1,0,0,63170,65237,1129,0,0,63844,1916,63842,63619,1,0,143,7586,
945,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,369,500,10053,2,742,65506,3,0,0,63170,65237,1129,0,0,63652,1729,63651,63807,1,0,143,7586,
946,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,382,500,10053,2,742,65508,5,0,0,63170,65237,1129,0,0,63482,1523,63481,64013,1,0,143,7586,
947,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,396,500,10053,2,742,65510,7,0,0,63170,65237,1129,0,0,63334,1300,63333,64236,1,0,143,7586,
948,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,409,500,10053,2,742,65512,9,0,0,63170,65237,1129,0,0,63210,1063,63210,64473,1,0,143,7586,
949,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,423,500,10053,2,742,65514,9,0,0,63170,65237,1129,0,0,63111,814,63111,64722,1,0,143,7586,
950,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,436,500,10053,2,742,65516,9,0,0,63170,65237,1129,0,0,63039,556,63040,64980,1,0,143,7586,
951,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,449,500,10053,2,742,65518,9,0,0,63170,65237,1129,0,0,62995,292,62995,65243,1,0,143,7586,
952,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,463,500,10053,2,742,65520,9,0,0,63170,65237,1129,0,0,62978,25,62979,65510,1,0,143,7586,
953,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,476,500,10053,2,742,65522,9,0,0,63170,65237,1129,0,0,62989,65294,62990,241,1,0,143,7586,
954,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,490,500,10053,2,742,65524,7,0,0,63170,65237,1129,0,0,63028,65029,63029,506,1,0,143,7586,
955,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,503,500,10053,2,742,65526,5,0,0,63170,65237,1129,0,0,63094,64769,63096,765,1,0,143,7586,
956,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,516,500,10053,2,742,65528,3,0,0,63170,65237,1129,0,0,63188,64518,63189,1016,1,0,143,7586,
957,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,530,500,10053,2,742,65530,1,0,0,63170,65237,1129,0,0,63307,64278,63308,1255,1,0,143,7586,
958,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,543,500,10053,2,742,65531,65535,0,0,63170,65237,1129,0,0,63450,64052,63451,1481,1,0,143,7586,
959,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,557,500,10053,2,742,65531,65533,0,0,63170,65237,1129,0,0,63617,63842,63617,1691,1,0,143,7586,
960,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,570,500,10053,2,742,65531,65531,0,0,63170,65237,1129,0,0,63804,63651,63804,1882,1,0,143,7586,
961,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,583,500,10053,2,742,65531,65529,0,0,63170,65237,1129,0,0,64011,63480,64010,2053,1,0,143,7586,
962,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,597,500,10053,2,742,65531,65527,0,0,63170,65237,1129,0,0,64234,63332,64233,2201,1,0,143,7586,
963,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,610,500,10053,2,742,65531,65525,0,0,63170,65237,1129,0,0,64471,63207,64470,2325,1,0,143,7586,
964,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,624,500,10053,2,742,65530,65523,0,0,63170,65237,1129,0,0,64721,63109,64719,2424,1,0,143,7586,
